p_malicious_init,Result
0.1,0.973023354816
0.2,0.975786339191
0.3,0.978642008871
0.4,0.981643211889
0.5,0.98482531026
0.6,0.988113644777
0.7,0.991251398022
0.8,0.993903358087
0.9,0.995949848611
