p_malicious_init,Result
0.1,0.932902448532
0.2,0.943604921355
0.3,0.956444896913
0.4,0.970056700099
0.5,0.982128893361
0.6,0.990713497172
0.7,0.995466711452
0.8,0.997509674254
0.9,0.998247218949
