p_malicious_init,Result
0.1,0.998375540862
0.2,0.992304062574
0.3,0.97636460361
0.4,0.944791005604
0.5,0.890990700436
0.6,0.807544710228
0.7,0.686207647347
0.8,0.517907714405
0.9,0.292746704257
