p_malicious_init,Result
0.1,0.995760890505
0.2,0.981840400004
0.3,0.931865192723
0.4,0.807249463283
0.5,0.590662348904
0.6,0.331372225011
0.7,0.12531002252
0.8,0.0257837079591
0.9,0.00189410811768
