p_malicious_init,Result
0.1,471.523165342
0.2,485.890127937
0.3,502.630225036
0.4,520.613261717
0.5,538.89704727
0.6,556.836974739
0.7,574.302361759
0.8,591.370375945
0.9,607.539538687
