p_malicious_init,Result
0.1,0.931905366152
0.2,0.857946793498
0.3,0.776591603837
0.4,0.687839797169
0.5,0.591691373493
0.6,0.488146332809
0.7,0.377204675118
0.8,0.25886640042
0.9,0.133131508713
