p_malicious_init,Result
0.1,314.813320996
0.2,323.601580453
0.3,335.051829656
0.4,342.552588926
0.5,339.193952672
0.6,325.10101349
0.7,307.625833996
0.8,294.104334286
0.9,287.180029871
