p_malicious_init,Result
0.1,612.05171279
0.2,650.818823778
0.3,698.307543612
0.4,754.619625794
0.5,818.138280481
0.6,883.491295997
0.7,942.22077542
0.8,988.711893133
0.9,1025.72221957
