p_malicious_init,Result
0.1,0.947885811031
0.2,0.896578061148
0.3,0.817260455948
0.4,0.704359772587
0.5,0.559786580043
0.6,0.399546771618
0.7,0.253099807523
0.8,0.144648361208
0.9,0.0689127013774
