p_malicious_init,Result
0.1,0.998819817832
0.2,0.997022249756
0.3,0.988699551112
0.4,0.954227032141
0.5,0.84826236203
0.6,0.625885680159
0.7,0.325570265043
0.8,0.0909351794129
0.9,0.00772787401577
