p_malicious_init,Result
0.1,9.77170603846
0.2,10.7210909534
0.3,11.976569058
0.4,12.8039081326
0.5,12.4361326844
0.6,10.8732177015
0.7,8.91229142884
0.8,7.3693519723
0.9,6.56139894425
