p_malicious_init,Result
0.1,12.6477463116
0.2,12.6895039146
0.3,12.7947307332
0.4,12.8130603087
0.5,12.6527038724
0.6,12.3283310469
0.7,11.9896290529
0.8,11.8317394591
0.9,11.9214309574
