p_malicious_init,Result
0.1,0.969777675253
0.2,0.941558193553
0.3,0.894613351585
0.4,0.818729358906
0.5,0.703180268191
0.6,0.54794564714
0.7,0.376457680581
0.8,0.225906628986
0.9,0.108760631918
